sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix
1800,cot,7.92e-06,7.918705e-06,1,everything_in_user_tags,6.0,assistant,883, once,2010,12,suca,7,217,883
1801,cot,2.56e-06,2.5609381e-06,1,everything_in_user_tags,6.0,assistant,884, fruit,2011,12,suca,7,218,884
1802,cot,4.8e-07,4.807714e-07,1,everything_in_user_tags,6.0,assistant,885,ing,2012,12,suca,7,219,885
1803,cot,3e-07,2.9890975e-07,1,everything_in_user_tags,6.0,assistant,886, starts,2013,12,suca,7,220,886
1804,cot,1.4e-07,1.4185852e-07,1,everything_in_user_tags,6.0,assistant,887,.,2014,12,suca,7,221,887
1805,cot,1.5e-07,1.4631819e-07,1,everything_in_user_tags,6.0,assistant,888,"  

",2015,12,suca,7,222,888
1806,cot,4.4e-07,4.421279e-07,1,everything_in_user_tags,6.0,assistant,889,That,2016,12,suca,7,223,889
1807,cot,7.3e-07,7.3002934e-07,1,everything_in_user_tags,6.0,assistant,890,’s,2017,12,suca,7,224,890
1808,cot,7.71e-06,7.709015e-06,1,everything_in_user_tags,6.0,assistant,891, it,2018,12,suca,7,225,891
1809,cot,1.708e-05,1.7076702e-05,1,everything_in_user_tags,6.0,assistant,892,—,2019,12,suca,7,226,892
1810,cot,0.00264317,0.0026431684,1,everything_in_user_tags,6.0,assistant,893,plant,2020,12,suca,7,227,893
1811,cot,9.885e-05,9.885195e-05,1,everything_in_user_tags,6.0,assistant,894, outdoors,2021,12,suca,7,228,894
1812,cot,1.118e-05,1.1176972e-05,1,everything_in_user_tags,6.0,assistant,895, after,2022,12,suca,7,229,895
1813,cot,1.807e-05,1.8072507e-05,1,everything_in_user_tags,6.0,assistant,896, the,2023,12,suca,7,230,896
1814,cot,8.5e-06,8.501791e-06,1,everything_in_user_tags,6.0,assistant,897, last,2024,12,suca,7,231,897
1815,cot,1.79e-06,1.7905594e-06,1,everything_in_user_tags,6.0,assistant,898, frost,2025,12,suca,7,232,898
1816,cot,5.124e-05,5.1240106e-05,1,everything_in_user_tags,6.0,assistant,899,",",2026,12,suca,7,233,899
1817,cot,2.78e-06,2.7798526e-06,1,everything_in_user_tags,6.0,assistant,900, keep,2027,12,suca,7,234,900
1818,cot,2.992e-05,2.9918585e-05,1,everything_in_user_tags,6.0,assistant,901, it,2028,12,suca,7,235,901
1819,cot,1.36e-06,1.362302e-06,1,everything_in_user_tags,6.0,assistant,902, sunny,2029,12,suca,7,236,902
1820,cot,1.189e-05,1.18855005e-05,1,everything_in_user_tags,6.0,assistant,903,",",2030,12,suca,7,237,903
1821,cot,4.89e-06,4.8937595e-06,1,everything_in_user_tags,6.0,assistant,904, and,2031,12,suca,7,238,904
1822,cot,0.00027804,0.0002780392,1,everything_in_user_tags,6.0,assistant,905, you,2032,12,suca,7,239,905
1823,cot,5.501e-05,5.5012057e-05,1,everything_in_user_tags,6.0,assistant,906,’ll,2033,12,suca,7,240,906
1824,cot,0.00057216,0.0005721559,1,everything_in_user_tags,6.0,assistant,907, be,2034,12,suca,7,241,907
1825,cot,0.01422573,0.014225727,1,everything_in_user_tags,6.0,assistant,908, on,2035,12,suca,7,242,908
1826,cot,0.01407279,0.014072786,1,everything_in_user_tags,6.0,assistant,909, your,2036,12,suca,7,243,909
1827,cot,0.00015923,0.00015923072,1,everything_in_user_tags,6.0,assistant,910, way,2037,12,suca,7,244,910
1828,cot,0.00118694,0.0011869391,1,everything_in_user_tags,6.0,assistant,911, to,2038,12,suca,7,245,911
1829,cot,0.00020644,0.0002064404,1,everything_in_user_tags,6.0,assistant,912, fresh,2039,12,suca,7,246,912
1830,cot,9.311e-05,9.3113165e-05,1,everything_in_user_tags,6.0,assistant,913, tomatoes,2040,12,suca,7,247,913
1831,cot,4.1e-06,4.095918e-06,1,everything_in_user_tags,6.0,assistant,914,"!

",2041,12,suca,7,248,914
1832,cot,8.78e-06,8.777856e-06,1,everything_in_user_tags,6.0,assistant,915,Happy,2042,12,suca,7,249,915
1833,cot,3.73e-06,3.726689e-06,1,everything_in_user_tags,6.0,assistant,916, gardening,2043,12,suca,7,250,916
1834,cot,1.31e-06,1.3138027e-06,1,everything_in_user_tags,6.0,assistant,917,!,2044,12,suca,7,251,917
1835,cot,0.00028521,0.00028520694,1,everything_in_user_tags,6.0,assistant,918, 🌱,2045,12,suca,7,252,918
921,system,0.00782522,0.007825225,1,everything_in_user_tags,0.0,system,4,You,1131,12,suca,1,1,4
922,system,0.00243055,0.0024305463,1,everything_in_user_tags,0.0,system,5, are,1132,12,suca,1,2,5
923,system,0.15247472,0.15247472,1,everything_in_user_tags,0.0,system,6, Chat,1133,12,suca,1,3,6
924,system,0.0015508,0.0015507991,1,everything_in_user_tags,0.0,system,7,GPT,1134,12,suca,1,4,7
925,system,0.00307798,0.003077979,1,everything_in_user_tags,0.0,system,8,",",1135,12,suca,1,5,8
926,system,0.00194728,0.0019472752,1,everything_in_user_tags,0.0,system,9, a,1136,12,suca,1,6,9
927,system,0.00435276,0.0043527577,1,everything_in_user_tags,0.0,system,10, large,1137,12,suca,1,7,10
928,system,0.5872324,0.5872324,1,everything_in_user_tags,0.0,system,11, language,1138,12,suca,1,8,11
929,system,0.00402882,0.0040288223,1,everything_in_user_tags,0.0,system,12, model,1139,12,suca,1,9,12
930,system,0.03444649,0.034446493,1,everything_in_user_tags,0.0,system,13, trained,1140,12,suca,1,10,13
931,system,0.2381177,0.23811771,1,everything_in_user_tags,0.0,system,14, by,1141,12,suca,1,11,14
932,system,0.005544,0.005543999,1,everything_in_user_tags,0.0,system,15, Open,1142,12,suca,1,12,15
933,system,0.24720807,0.24720807,1,everything_in_user_tags,0.0,system,16,AI,1143,12,suca,1,13,16
934,system,0.09917913,0.099179134,1,everything_in_user_tags,0.0,system,17,".
",1144,12,suca,1,14,17
935,system,0.04878018,0.048780177,1,everything_in_user_tags,0.0,system,18,Knowledge,1145,12,suca,1,15,18
936,system,0.00506669,0.005066691,1,everything_in_user_tags,0.0,system,19, cutoff,1146,12,suca,1,16,19
937,system,0.09410828,0.094108276,1,everything_in_user_tags,0.0,system,20,:,1147,12,suca,1,17,20
938,system,0.32936636,0.32936636,1,everything_in_user_tags,0.0,system,21, ,1148,12,suca,1,18,21
939,system,0.05214001,0.052140012,1,everything_in_user_tags,0.0,system,22,202,1149,12,suca,1,19,22
940,system,0.00330539,0.0033053912,1,everything_in_user_tags,0.0,system,23,4,1150,12,suca,1,20,23
941,system,0.00620239,0.0062023867,1,everything_in_user_tags,0.0,system,24,-,1151,12,suca,1,21,24
942,system,0.0014792,0.0014792025,1,everything_in_user_tags,0.0,system,25,06,1152,12,suca,1,22,25
943,system,0.00022347,0.00022346768,1,everything_in_user_tags,0.0,system,26,"
",1153,12,suca,1,23,26
944,system,0.01978682,0.01978682,1,everything_in_user_tags,0.0,system,27,Current,1154,12,suca,1,24,27
945,system,0.00772757,0.0077275736,1,everything_in_user_tags,0.0,system,28, date,1155,12,suca,1,25,28
946,system,0.00100337,0.0010033731,1,everything_in_user_tags,0.0,system,29,:,1156,12,suca,1,26,29
947,system,0.09969337,0.099693365,1,everything_in_user_tags,0.0,system,30, ,1157,12,suca,1,27,30
948,system,0.08617663,0.086176634,1,everything_in_user_tags,0.0,system,31,202,1158,12,suca,1,28,31
949,system,0.00295187,0.0029518702,1,everything_in_user_tags,0.0,system,32,5,1159,12,suca,1,29,32
950,system,9.325e-05,9.324561e-05,1,everything_in_user_tags,0.0,system,33,-,1160,12,suca,1,30,33
951,system,0.00058053,0.0005805251,1,everything_in_user_tags,0.0,system,34,10,1161,12,suca,1,31,34
952,system,0.0229851,0.022985104,1,everything_in_user_tags,0.0,system,35,-,1162,12,suca,1,32,35
953,system,0.00140147,0.001401469,1,everything_in_user_tags,0.0,system,36,01,1163,12,suca,1,33,36
954,system,6.667e-05,6.667497e-05,1,everything_in_user_tags,0.0,system,37,"

",1164,12,suca,1,34,37
955,system,0.04117744,0.04117744,1,everything_in_user_tags,0.0,system,38,Reason,1165,12,suca,1,35,38
956,system,0.00622364,0.006223641,1,everything_in_user_tags,0.0,system,39,ing,1166,12,suca,1,36,39
957,system,0.00572588,0.0057258834,1,everything_in_user_tags,0.0,system,40,:,1167,12,suca,1,37,40
958,system,0.02183824,0.02183824,1,everything_in_user_tags,0.0,system,41, medium,1168,12,suca,1,38,41
959,system,0.00935857,0.009358569,1,everything_in_user_tags,0.0,system,42,"

",1169,12,suca,1,39,42
960,system,0.01172486,0.011724857,1,everything_in_user_tags,0.0,system,43,#,1170,12,suca,1,40,43
961,system,0.0228805,0.022880495,1,everything_in_user_tags,0.0,system,44, Valid,1171,12,suca,1,41,44
962,system,0.00258994,0.0025899445,1,everything_in_user_tags,0.0,system,45, channels,1172,12,suca,1,42,45
963,system,0.00210544,0.002105441,1,everything_in_user_tags,0.0,system,46,:,1173,12,suca,1,43,46
964,system,0.00018507,0.0001850746,1,everything_in_user_tags,0.0,system,47, analysis,1174,12,suca,1,44,47
965,system,0.0002023,0.00020229837,1,everything_in_user_tags,0.0,system,48,",",1175,12,suca,1,45,48
966,system,0.01251758,0.0125175845,1,everything_in_user_tags,0.0,system,49, commentary,1176,12,suca,1,46,49
967,system,0.00426428,0.004264275,1,everything_in_user_tags,0.0,system,50,",",1177,12,suca,1,47,50
968,system,0.00082136,0.0008213576,1,everything_in_user_tags,0.0,system,51, final,1178,12,suca,1,48,51
969,system,0.00042628,0.00042628424,1,everything_in_user_tags,0.0,system,52,.,1179,12,suca,1,49,52
970,system,0.00519415,0.005194153,1,everything_in_user_tags,0.0,system,53, Channel,1180,12,suca,1,50,53
971,system,0.01493666,0.014936661,1,everything_in_user_tags,0.0,system,54, must,1181,12,suca,1,51,54
972,system,0.00041461,0.00041460706,1,everything_in_user_tags,0.0,system,55, be,1182,12,suca,1,52,55
973,system,0.00221146,0.00221146,1,everything_in_user_tags,0.0,system,56, included,1183,12,suca,1,53,56
974,system,9.824e-05,9.824166e-05,1,everything_in_user_tags,0.0,system,57, for,1184,12,suca,1,54,57
975,system,0.00068953,0.00068953465,1,everything_in_user_tags,0.0,system,58, every,1185,12,suca,1,55,58
976,system,0.00097395,0.0009739525,1,everything_in_user_tags,0.0,system,59, message,1186,12,suca,1,56,59
977,system,2.133e-05,2.132558e-05,1,everything_in_user_tags,0.0,system,60,".
",1187,12,suca,1,57,60
978,system,0.00121919,0.001219194,1,everything_in_user_tags,1.0,user,61,Hi,1188,12,suca,2,1,61
979,system,0.00026427,0.00026426764,1,everything_in_user_tags,1.0,user,62,!,1189,12,suca,2,2,62
980,system,0.001401,0.0014009981,1,everything_in_user_tags,1.0,user,63, I'm,1190,12,suca,2,3,63
981,system,0.00147677,0.0014767717,1,everything_in_user_tags,1.0,user,64, learning,1191,12,suca,2,4,64
982,system,0.00021896,0.00021896164,1,everything_in_user_tags,1.0,user,65, how,1192,12,suca,2,5,65
983,system,0.01008855,0.010088555,1,everything_in_user_tags,1.0,user,66, to,1193,12,suca,2,6,66
984,system,0.00046309,0.00046308612,1,everything_in_user_tags,1.0,user,67, garden,1194,12,suca,2,7,67
985,system,4.401e-05,4.4012006e-05,1,everything_in_user_tags,1.0,user,68, and,1195,12,suca,2,8,68
986,system,0.00078059,0.0007805945,1,everything_in_user_tags,1.0,user,69, grow,1196,12,suca,2,9,69
987,system,0.00018064,0.00018064084,1,everything_in_user_tags,1.0,user,70, plants,1197,12,suca,2,10,70
988,system,0.00028763,0.0002876278,1,everything_in_user_tags,1.0,user,71,.,1198,12,suca,2,11,71
989,system,0.00012094,0.00012093779,1,everything_in_user_tags,1.0,user,72, In,1199,12,suca,2,12,72
990,system,0.00542308,0.00542308,1,everything_in_user_tags,1.0,user,73, a,1200,12,suca,2,13,73
991,system,0.00012491,0.00012491399,1,everything_in_user_tags,1.0,user,74, few,1201,12,suca,2,14,74
992,system,0.00521314,0.0052131396,1,everything_in_user_tags,1.0,user,75, sentences,1202,12,suca,2,15,75
993,system,0.00043588,0.00043587654,1,everything_in_user_tags,1.0,user,76,",",1203,12,suca,2,16,76
994,system,0.00082382,0.000823819,1,everything_in_user_tags,1.0,user,77, can,1204,12,suca,2,17,77
995,system,0.00077693,0.00077692897,1,everything_in_user_tags,1.0,user,78, you,1205,12,suca,2,18,78
996,system,0.00048294,0.0004829442,1,everything_in_user_tags,1.0,user,79, please,1206,12,suca,2,19,79
997,system,0.00025233,0.00025233434,1,everything_in_user_tags,1.0,user,80, tell,1207,12,suca,2,20,80
998,system,0.00881284,0.008812841,1,everything_in_user_tags,1.0,user,81, me,1208,12,suca,2,21,81
999,system,0.00124055,0.0012405541,1,everything_in_user_tags,1.0,user,82, how,1209,12,suca,2,22,82
1000,system,0.00550156,0.005501563,1,everything_in_user_tags,1.0,user,83, to,1210,12,suca,2,23,83
1001,system,0.00048203,0.0004820262,1,everything_in_user_tags,1.0,user,84, grow,1211,12,suca,2,24,84
1002,system,9.25e-06,9.250496e-06,1,everything_in_user_tags,1.0,user,85, tomatoes,1212,12,suca,2,25,85
1003,system,0.00013087,0.00013086865,1,everything_in_user_tags,1.0,user,86,?,1213,12,suca,2,26,86
1004,system,0.00041235,0.00041235064,1,everything_in_user_tags,1.0,user,87, How,1214,12,suca,2,27,87
1005,system,0.00055959,0.00055959454,1,everything_in_user_tags,1.0,user,88, much,1215,12,suca,2,28,88
1006,system,0.00050164,0.0005016407,1,everything_in_user_tags,1.0,user,89, water,1216,12,suca,2,29,89
1007,system,0.00153234,0.0015323384,1,everything_in_user_tags,1.0,user,90, and,1217,12,suca,2,30,90
1008,system,8.941e-05,8.940506e-05,1,everything_in_user_tags,1.0,user,91, light,1218,12,suca,2,31,91
1009,system,0.00038134,0.000381338,1,everything_in_user_tags,1.0,user,92, does,1219,12,suca,2,32,92
1010,system,0.00039377,0.0003937747,1,everything_in_user_tags,1.0,user,93, it,1220,12,suca,2,33,93
1011,system,0.00045686,0.0004568617,1,everything_in_user_tags,1.0,user,94, need,1221,12,suca,2,34,94
1012,system,7.648e-05,7.64766e-05,1,everything_in_user_tags,1.0,user,95,?,1222,12,suca,2,35,95
1013,system,3.395e-05,3.3945304e-05,1,everything_in_user_tags,1.0,user,96, What,1223,12,suca,2,36,96
1014,system,0.00021835,0.00021834904,1,everything_in_user_tags,1.0,user,97, kind,1224,12,suca,2,37,97
1015,system,3.128e-05,3.1283635e-05,1,everything_in_user_tags,1.0,user,98, of,1225,12,suca,2,38,98
1016,system,2.353e-05,2.3525383e-05,1,everything_in_user_tags,1.0,user,99, fertilizer,1226,12,suca,2,39,99
1017,system,7.466e-05,7.465543e-05,1,everything_in_user_tags,1.0,user,100,?,1227,12,suca,2,40,100
1018,system,5.74e-06,5.740946e-06,1,everything_in_user_tags,1.0,user,101, Any,1228,12,suca,2,41,101
1019,system,5.343e-05,5.3433432e-05,1,everything_in_user_tags,1.0,user,102, other,1229,12,suca,2,42,102
1020,system,6.134e-05,6.134033e-05,1,everything_in_user_tags,1.0,user,103, important,1230,12,suca,2,43,103
1021,system,6.575e-05,6.5749686e-05,1,everything_in_user_tags,1.0,user,104, tips,1231,12,suca,2,44,104
1022,system,0.00024306,0.00024305594,1,everything_in_user_tags,1.0,user,105,"?
",1232,12,suca,2,45,105
1023,system,5e-08,5.2416688e-08,1,everything_in_user_tags,2.0,cot,106,The,1233,12,suca,3,1,106
1024,system,1.5e-07,1.5426527e-07,1,everything_in_user_tags,2.0,cot,107, user,1234,12,suca,3,2,107
1025,system,1e-08,7.3077695e-09,1,everything_in_user_tags,2.0,cot,108, wants,1235,12,suca,3,3,108
1026,system,2.8e-07,2.7995986e-07,1,everything_in_user_tags,2.0,cot,109, a,1236,12,suca,3,4,109
1027,system,7.25e-06,7.250093e-06,1,everything_in_user_tags,2.0,cot,110, concise,1237,12,suca,3,5,110
1028,system,1.09e-06,1.0916999e-06,1,everything_in_user_tags,2.0,cot,111, yet,1238,12,suca,3,6,111
1029,system,2.19e-06,2.189324e-06,1,everything_in_user_tags,2.0,cot,112, informative,1239,12,suca,3,7,112
1030,system,5.3e-07,5.252089e-07,1,everything_in_user_tags,2.0,cot,113, answer,1240,12,suca,3,8,113
1031,system,0.0,1.712353e-09,1,everything_in_user_tags,2.0,cot,114,:,1241,12,suca,3,9,114
1032,system,5.5e-07,5.509089e-07,1,everything_in_user_tags,2.0,cot,115, how,1242,12,suca,3,10,115
1033,system,0.00028103,0.0002810326,1,everything_in_user_tags,2.0,cot,116, to,1243,12,suca,3,11,116
1034,system,4.51e-05,4.509882e-05,1,everything_in_user_tags,2.0,cot,117, grow,1244,12,suca,3,12,117
1035,system,2.693e-05,2.6926724e-05,1,everything_in_user_tags,2.0,cot,118, tomatoes,1245,12,suca,3,13,118
1036,system,3.6e-07,3.631042e-07,1,everything_in_user_tags,2.0,cot,119,",",1246,12,suca,3,14,119
1037,system,0.00026052,0.00026052466,1,everything_in_user_tags,2.0,cot,120, watering,1247,12,suca,3,15,120
1038,system,3.88e-06,3.875811e-06,1,everything_in_user_tags,2.0,cot,121,",",1248,12,suca,3,16,121
1039,system,3.202e-05,3.2021457e-05,1,everything_in_user_tags,2.0,cot,122, light,1249,12,suca,3,17,122
1040,system,8.54e-06,8.537625e-06,1,everything_in_user_tags,2.0,cot,123,",",1250,12,suca,3,18,123
1041,system,0.0001037,0.00010369766,1,everything_in_user_tags,2.0,cot,124, fertilizer,1251,12,suca,3,19,124
1042,system,4.35e-06,4.353254e-06,1,everything_in_user_tags,2.0,cot,125,",",1252,12,suca,3,20,125
1043,system,2.2e-06,2.1996084e-06,1,everything_in_user_tags,2.0,cot,126, and,1253,12,suca,3,21,126
1044,system,7.91e-06,7.913051e-06,1,everything_in_user_tags,2.0,cot,127, other,1254,12,suca,3,22,127
1045,system,9.471e-05,9.4713236e-05,1,everything_in_user_tags,2.0,cot,128, tips,1255,12,suca,3,23,128
1046,system,0.0,2.2715702e-10,1,everything_in_user_tags,2.0,cot,129,.,1256,12,suca,3,24,129
1047,system,0.0,2.439597e-09,1,everything_in_user_tags,2.0,cot,130, It's,1257,12,suca,3,25,130
1048,system,5e-08,4.6064542e-08,1,everything_in_user_tags,2.0,cot,131, for,1258,12,suca,3,26,131
1049,system,8.3e-07,8.2661194e-07,1,everything_in_user_tags,2.0,cot,132, a,1259,12,suca,3,27,132
1050,system,6.4e-07,6.3760723e-07,1,everything_in_user_tags,2.0,cot,133, beginner,1260,12,suca,3,28,133
1051,system,0.0,2.1105264e-09,1,everything_in_user_tags,2.0,cot,134,.,1261,12,suca,3,29,134
1052,system,0.0,3.8471426e-10,1,everything_in_user_tags,2.0,cot,135, Must,1262,12,suca,3,30,135
1053,system,1e-07,1.0388645e-07,1,everything_in_user_tags,2.0,cot,136, keep,1263,12,suca,3,31,136
1054,system,1.87e-06,1.8656491e-06,1,everything_in_user_tags,2.0,cot,137, it,1264,12,suca,3,32,137
1055,system,1.03e-06,1.0269591e-06,1,everything_in_user_tags,2.0,cot,138, a,1265,12,suca,3,33,138
1056,system,4.1e-07,4.1351907e-07,1,everything_in_user_tags,2.0,cot,139, few,1266,12,suca,3,34,139
1057,system,9.1e-06,9.100928e-06,1,everything_in_user_tags,2.0,cot,140, sentences,1267,12,suca,3,35,140
1058,system,0.0,1.9412185e-09,1,everything_in_user_tags,2.0,cot,141,",",1268,12,suca,3,36,141
1059,system,4.6e-07,4.5933095e-07,1,everything_in_user_tags,2.0,cot,142, maybe,1269,12,suca,3,37,142
1060,system,0.0001761,0.00017610223,1,everything_in_user_tags,2.0,cot,143, bullet,1270,12,suca,3,38,143
1061,system,2.63e-05,2.6298385e-05,1,everything_in_user_tags,2.0,cot,144, points,1271,12,suca,3,39,144
1062,system,0.0,5.362487e-10,1,everything_in_user_tags,2.0,cot,145,.,1272,12,suca,3,40,145
1063,system,0.0,5.248884e-11,1,everything_in_user_tags,2.0,cot,146, Let's,1273,12,suca,3,41,146
1064,system,0.0,9.807545e-10,1,everything_in_user_tags,2.0,cot,147, produce,1274,12,suca,3,42,147
1065,system,1.3e-07,1.2796558e-07,1,everything_in_user_tags,2.0,cot,148, a,1275,12,suca,3,43,148
1066,system,3.9e-07,3.9225188e-07,1,everything_in_user_tags,2.0,cot,149, short,1276,12,suca,3,44,149
1067,system,6.75e-06,6.754499e-06,1,everything_in_user_tags,2.0,cot,150, paragraph,1277,12,suca,3,45,150
1068,system,1.18e-06,1.1786128e-06,1,everything_in_user_tags,2.0,cot,151, with,1278,12,suca,3,46,151
1069,system,3.43e-06,3.4335394e-06,1,everything_in_user_tags,2.0,cot,152, key,1279,12,suca,3,47,152
1070,system,5.6e-07,5.638897e-07,1,everything_in_user_tags,2.0,cot,153, points,1280,12,suca,3,48,153
1071,system,0.0,1.6324103e-10,1,everything_in_user_tags,2.0,cot,154,.,1281,12,suca,3,49,154
1072,system,1e-08,7.570553e-09,1,everything_in_user_tags,2.0,cot,155, Use,1282,12,suca,3,50,155
1073,system,3.7e-07,3.7287296e-07,1,everything_in_user_tags,2.0,cot,156, friendly,1283,12,suca,3,51,156
1074,system,1e-08,6.776595e-09,1,everything_in_user_tags,2.0,cot,157, tone,1284,12,suca,3,52,157
1075,system,2.2e-07,2.1806794e-07,1,everything_in_user_tags,2.0,cot,158, and,1285,12,suca,3,53,158
1076,system,1.3e-07,1.2888499e-07,1,everything_in_user_tags,2.0,cot,159, mention,1286,12,suca,3,54,159
1077,system,2.37e-06,2.3659882e-06,1,everything_in_user_tags,2.0,cot,160, growing,1287,12,suca,3,55,160
1078,system,5.07e-06,5.067198e-06,1,everything_in_user_tags,2.0,cot,161, in,1288,12,suca,3,56,161
1079,system,8.268e-05,8.267831e-05,1,everything_in_user_tags,2.0,cot,162, containers,1289,12,suca,3,57,162
1080,system,1.3e-07,1.3052603e-07,1,everything_in_user_tags,2.0,cot,163, or,1290,12,suca,3,58,163
1081,system,1.444e-05,1.4435083e-05,1,everything_in_user_tags,2.0,cot,164, garden,1291,12,suca,3,59,164
1082,system,8.1e-07,8.057355e-07,1,everything_in_user_tags,2.0,cot,165, beds,1292,12,suca,3,60,165
1083,system,0.0,4.4576405e-09,1,everything_in_user_tags,2.0,cot,166,.,1293,12,suca,3,61,166
1084,system,9e-08,9.464446e-08,1,everything_in_user_tags,2.0,cot,167, Provide,1294,12,suca,3,62,167
1085,system,0.00096649,0.0009664929,1,everything_in_user_tags,2.0,cot,168, water,1295,12,suca,3,63,168
1086,system,0.00019215,0.00019214505,1,everything_in_user_tags,2.0,cot,169, amounts,1296,12,suca,3,64,169
1087,system,2.3e-07,2.2711662e-07,1,everything_in_user_tags,2.0,cot,170,",",1297,12,suca,3,65,170
1088,system,0.00040174,0.00040173938,1,everything_in_user_tags,2.0,cot,171, sunlight,1298,12,suca,3,66,171
1089,system,7.4e-06,7.4028108e-06,1,everything_in_user_tags,2.0,cot,172,",",1299,12,suca,3,67,172
